  nu       n         k        t       tcal
       1930.9814       1.3576393    0.0019372762       1.0630214       1.0630214
       1931.2225       1.3576602    0.0019514676       1.0630018       1.0630018
       1931.4636       1.3576785    0.0019517948       1.0630091       1.0630092
       1931.7047       1.3576943    0.0019684693       1.0629847       1.0629847
       1931.9458       1.3576924    0.0019888280       1.0629528       1.0629529
       1932.1869       1.3577033    0.0019425564       1.0630508       1.0630508
       1932.4280       1.3577458    0.0019341871       1.0630752       1.0630753
       1932.6691       1.3577634    0.0020011710       1.0629528       1.0629529
       1932.9102       1.3577465    0.0020126342       1.0629382       1.0629382
       1933.1513       1.3577501    0.0019701157       1.0630287       1.0630288
       1933.3924       1.3577661    0.0019829899       1.0630116       1.0630116
       1933.6335       1.3577651    0.0019857214       1.0630140       1.0630141
       1933.8746       1.3577816    0.0019344795       1.0631217       1.0631218
       1934.1157       1.3578259    0.0019248564       1.0631487       1.0631487
       1934.3568       1.3578573    0.0019654414       1.0630777       1.0630777
       1934.5979       1.3578560    0.0020046062       1.0630091       1.0630092
       1934.8390       1.3578425    0.0019972172       1.0630312       1.0630312
       1935.0801       1.3578536    0.0019509992       1.0631291       1.0631291
       1935.3212       1.3578974    0.0019313188       1.0631756       1.0631756
       1935.5623       1.3579211    0.0019969492       1.0630556       1.0630557
       1935.8034       1.3579103    0.0020134311       1.0630312       1.0630312
       1936.0445       1.3578970    0.0020085518       1.0630483       1.0630483
       1936.2856       1.3578960    0.0019723432       1.0631266       1.0631267
       1936.5267       1.3579317    0.0019199900       1.0632368       1.0632368
       1936.7678       1.3579715    0.0019580316       1.0631707       1.0631707
       1937.0089       1.3579719    0.0019983946       1.0630997       1.0630997
       1937.2500       1.3579600    0.0019822277       1.0631389       1.0631389
       1937.4911       1.3579850    0.0019235723       1.0632613       1.0632613
       1937.7322       1.3580193    0.0019603066       1.0631976       1.0631977
       1937.9733       1.3580171    0.0019918510       1.0631438       1.0631438
       1938.2144       1.3580060    0.0019731837       1.0631878       1.0631879
       1938.4555       1.3580103    0.0019370322       1.0632662       1.0632662
       1938.6966       1.3580514    0.0018722143       1.0634008       1.0634009
       1938.9377       1.3581143    0.0018852280       1.0633837       1.0633837
       1939.1788       1.3581439    0.0019494796       1.0632662       1.0632662
       1939.4199       1.3581332    0.0019834616       1.0632074       1.0632075
       1939.6610       1.3581379    0.0019347960       1.0633102       1.0633103
       1939.9021       1.3581718    0.0019351304       1.0633176       1.0633176
       1940.1432       1.3581866    0.0019742166       1.0632490       1.0632491
       1940.3843       1.3582001    0.0019531609       1.0632980       1.0632980
       1940.6254       1.3582177    0.0019847279       1.0632441       1.0632442
       1940.8665       1.3582188    0.0019974320       1.0632270       1.0632270
       1941.1076       1.3582257    0.0019888700       1.0632515       1.0632515
       1941.3487       1.3582309    0.0020090964       1.0632197       1.0632197
       1941.5898       1.3582307    0.0020042579       1.0632368       1.0632368
       1941.8309       1.3582225    0.0020194121       1.0632148       1.0632148
       1942.0720       1.3582173    0.0019795094       1.0633005       1.0633005
       1942.3131       1.3582351    0.0019497211       1.0633666       1.0633666
       1942.5542       1.3582539    0.0019437147       1.0633862       1.0633862
       1942.7953       1.3582895    0.0018964956       1.0634865       1.0634866
       1943.0364       1.3583352    0.0019218736       1.0634449       1.0634450
       1943.2776       1.3583542    0.0019583888       1.0633813       1.0633813
       1943.5187       1.3583533    0.0019773064       1.0633519       1.0633519
       1943.7598       1.3583533    0.0019649637       1.0633837       1.0633837
       1944.0009       1.3583651    0.0019526699       1.0634155       1.0634156
       1944.2420       1.3583666    0.0019653365       1.0633984       1.0633984
       1944.4831       1.3583976    0.0018831295       1.0635674       1.0635674
       1944.7242       1.3584565    0.0019197697       1.0635037       1.0635037
       1944.9653       1.3584514    0.0020173691       1.0633200       1.0633201
       1945.2064       1.3584146    0.0019886362       1.0633837       1.0633837
       1945.4475       1.3584092    0.0019350490       1.0634963       1.0634964
       1945.6886       1.3584455    0.0018629035       1.0636457       1.0636458
       1945.9297       1.3585095    0.0018508270       1.0636776       1.0636776
       1946.1708       1.3585516    0.0018961032       1.0635967       1.0635968
       1946.4119       1.3585745    0.0019000905       1.0635967       1.0635968
       1946.6530       1.3586096    0.0018991278       1.0636065       1.0636066
       1946.8941       1.3586397    0.0019418295       1.0635306       1.0635307
       1947.1352       1.3586349    0.0019943708       1.0634351       1.0634352
       1947.3763       1.3586351    0.0019570714       1.0635159       1.0635160
       1947.6174       1.3586610    0.0019660403       1.0635061       1.0635062
       1947.8585       1.3586531    0.0020235326       1.0634008       1.0634009
       1948.0996       1.3586563    0.0019475830       1.0635576       1.0635576
       1948.3407       1.3586929    0.0019615727       1.0635380       1.0635380
       1948.5818       1.3587179    0.0019730198       1.0635233       1.0635233
       1948.8229       1.3587388    0.0019944219       1.0634890       1.0634890
       1949.0640       1.3587286    0.0020506108       1.0633862       1.0633862
       1949.3051       1.3587248    0.0019933724       1.0635061       1.0635062
       1949.5462       1.3587515    0.0019998229       1.0635012       1.0635013
       1949.7873       1.3587597    0.0020286351       1.0634523       1.0634523
       1950.0284       1.3587632    0.0020163020       1.0634841       1.0634841
       1950.2695       1.3587706    0.0020251643       1.0634743       1.0634743
       1950.5106       1.3587779    0.0020140910       1.0635037       1.0635037
       1950.7517       1.3587870    0.0020167265       1.0635061       1.0635062
       1950.9928       1.3588019    0.0019969629       1.0635527       1.0635527
       1951.2339       1.3588272    0.0019984085       1.0635576       1.0635576
       1951.4750       1.3588380    0.0020296833       1.0635037       1.0635037
       1951.7161       1.3588371    0.0020285395       1.0635135       1.0635135
       1951.9572       1.3588408    0.0020261656       1.0635257       1.0635258
       1952.1983       1.3588420    0.0020312502       1.0635233       1.0635233
       1952.4394       1.3588165    0.0020536620       1.0634865       1.0634866
       1952.6805       1.3588063    0.0019566669       1.0636849       1.0636849
       1952.9216       1.3588543    0.0018910003       1.0638221       1.0638221
       1953.1627       1.3589038    0.0019049674       1.0638025       1.0638025
       1953.4038       1.3589394    0.0018927606       1.0638343       1.0638344
       1953.6449       1.3589737    0.0018979609       1.0638319       1.0638319
       1953.8860       1.3590148    0.0018783102       1.0638784       1.0638785
       1954.1271       1.3590670    0.0018922681       1.0638588       1.0638589
       1954.3682       1.3590985    0.0019471736       1.0637584       1.0637584
       1954.6093       1.3591078    0.0019734021       1.0637143       1.0637143
       1954.8504       1.3591079    0.0019971071       1.0636751       1.0636751
       1955.0915       1.3591072    0.0019897360       1.0636972       1.0636972
       1955.3326       1.3591224    0.0019712339       1.0637412       1.0637413
       1955.5737       1.3591457    0.0019738802       1.0637437       1.0637437
       1955.8148       1.3591672    0.0019777604       1.0637437       1.0637437
       1956.0559       1.3591911    0.0019816453       1.0637437       1.0637437
       1956.2970       1.3592073    0.0020090976       1.0636972       1.0636972
       1956.5381       1.3592066    0.0020253137       1.0636727       1.0636727
       1956.7792       1.3592166    0.0019968626       1.0637363       1.0637364
       1957.0203       1.3592349    0.0020106492       1.0637168       1.0637168
       1957.2614       1.3592353    0.0020194105       1.0637070       1.0637070
       1957.5025       1.3592592    0.0019550190       1.0638417       1.0638417
       1957.7436       1.3593151    0.0019565057       1.0638466       1.0638466
       1957.9847       1.3593544    0.0020013629       1.0637657       1.0637658
       1958.2258       1.3593704    0.0020374524       1.0637021       1.0637021
       1958.4669       1.3593758    0.0020635765       1.0636580       1.0636580
       1958.7080       1.3593725    0.0020871866       1.0636188       1.0636188
       1958.9491       1.3593628    0.0020946499       1.0636114       1.0636115
       1959.1902       1.3593578    0.0020835252       1.0636408       1.0636409
       1959.4313       1.3593458    0.0020897380       1.0636359       1.0636360
       1959.6724       1.3593577    0.0020092457       1.0638025       1.0638025
       1959.9135       1.3593981    0.0020057007       1.0638172       1.0638172
       1960.1546       1.3594302    0.0020008903       1.0638343       1.0638344
